%-----------------------------------------------------------------
% Neuron11 
% Copyright (c) 2010 Javier G. Orlandi <javiergorlandi@gmail.com> 
%-----------------------------------------------------------------
% Generated Positional Map
% Format: Neuron # | X | Y
%-----------------------------------------------------------------
4811 2.25433 0.0392207
4812 -1.65426 -1.29758
4813 -0.686269 -1.12812
4814 1.72218 0.971247
4815 0.17936 -1.37867
4816 -0.290406 1.73002
4817 0.71413 0.682606
4818 0.216088 -2.10267
4819 -1.99829 -2.01172
4820 -1.0558 -0.356411
4821 -0.502388 -0.466798
4822 2.21774 -2.30455
4823 0.0227407 1.58174
4824 0.816639 -1.98912
4825 2.26408 2.08792
4826 0.94133 -1.12327
4827 -1.56591 2.19323
4828 -1.98243 0.045422
4829 -2.0347 -1.0621
4830 -0.893887 -1.28857
4831 1.76854 0.0880492
4832 2.46387 2.11268
4833 -1.81897 -0.855646
4834 -1.01548 -1.19584
4835 -0.0923084 0.0170643
4836 -1.1931 -1.13634
4837 -2.32978 -2.48001
4838 1.74546 -1.39101
4839 1.27181 0.196175
4840 0.366447 1.25872
4841 -0.723226 1.61797
4842 -0.20317 1.0395
4843 1.20633 -0.126241
4844 2.17447 0.554263
4845 0.812985 1.52248
4846 0.222949 2.13621
4847 1.83165 -1.06665
4848 -0.0246124 1.60581
4849 0.605689 -0.0488464
4850 1.83422 1.48448
4851 -1.06179 0.409463
4852 0.92625 1.03495
4853 -2.02236 1.66189
4854 -0.931042 2.15286
4855 1.84605 -0.418854
4856 2.27483 0.599407
4857 2.29511 0.275547
4858 0.582049 2.05884
4859 -0.253657 1.95716
4860 2.16196 -0.968035
4861 -2.00632 -2.22565
4862 0.894522 0.0501691
4863 -0.0695527 0.840959
4864 -2.37917 -0.0959281
4865 2.15117 -1.69567
4866 2.31875 -1.67921
4867 -1.32514 -1.95861
4868 -1.9989 -1.97241
4869 0.758094 2.3101
4870 1.00297 -0.390059
4871 -1.55543 1.75931
4872 -0.88001 -0.851281
4873 -1.94019 -2.29886
4874 2.2778 1.7759
4875 2.39481 0.201423
4876 0.0454014 -1.13897
4877 0.667618 -0.46078
4878 0.946537 1.38037
4879 -2.41851 0.975124
4880 -2.15413 -2.08208
4881 -2.20626 0.635315
4882 2.05561 0.111901
4883 1.52012 -1.9992
4884 1.4041 1.39823
4885 -1.047 2.32927
4886 -2.28484 0.963944
4887 0.935955 0.655277
4888 -2.37692 1.85954
4889 -1.70058 -0.290632
4890 1.67733 -0.591448
4891 1.56005 1.7595
4892 1.39397 0.179616
4893 -2.40585 2.14462
4894 0.133465 -0.273135
4895 1.40592 2.37503
4896 -1.77004 1.38507
4897 -1.46286 0.759171
4898 1.22993 2.44482
4899 2.23547 2.23996
4900 1.26822 -1.73734
4901 0.92208 -0.98443
4902 -0.629843 -0.771678
4903 -1.71014 -0.199653
4904 0.69809 -0.717882
4905 -1.31182 1.0702
4906 1.80631 -1.44497
4907 -0.313591 -0.893868
4908 -1.67864 -2.3415
4909 -1.38383 -0.997977
4910 1.35042 0.487961
4911 -0.305644 -0.135984
4912 2.38293 -0.286356
4913 -1.55426 0.386411
4914 0.626257 1.32716
4915 -2.07104 0.488625
4916 1.11399 -1.2347
4917 -2.10002 -1.51773
4918 -1.33097 1.3415
4919 0.0952056 2.11197
4920 -0.382323 1.38623
4921 -2.2476 0.731417
4922 -0.237195 1.37037
4923 0.931362 0.308615
4924 1.84874 -0.821188
4925 -1.18275 -1.4971
4926 -0.139048 0.895496
4927 1.02496 -1.17606
4928 1.44757 1.49081
4929 1.92078 -0.74838
4930 2.29155 1.67476
4931 0.730663 -2.42888
4932 -1.42115 -0.472044
4933 1.86476 -0.972049
4934 1.63532 -0.0382695
4935 -1.27631 1.51923
4936 -1.7164 -1.03349
4937 -1.52612 -1.0042
4938 0.75063 -1.09338
4939 0.769632 -1.18754
4940 -1.7371 -0.553429
4941 -2.00735 -0.816215
4942 2.25335 -1.92639
4943 -1.23414 -1.78754
4944 -1.43693 -1.1737
4945 -0.684528 -2.48468
4946 -1.26358 0.261873
4947 1.24671 1.94137
4948 -1.88904 0.76808
4949 2.32548 0.813114
4950 1.26405 -2.26023
4951 -1.23112 1.62389
4952 -0.887017 1.69462
4953 -0.774515 2.35484
4954 2.21932 -0.848812
4955 0.984718 -1.30929
4956 0.863917 2.28303
4957 2.21047 -1.99795
4958 0.886985 0.345728
4959 2.11407 0.348726
4960 0.806969 -0.752394
4961 -0.506008 1.11148
4962 0.69578 1.27991
4963 2.46843 -1.58496
4964 -0.374133 -0.750173
4965 1.48974 2.23504
4966 0.499012 -2.47834
4967 -0.129962 -0.158904
4968 0.0293799 0.29584
4969 0.893603 -1.1698
4970 2.15687 -1.09369
4971 -2.33951 0.463328
4972 2.39204 -0.594227
4973 -1.2924 -0.816091
4974 -2.46858 -2.28921
4975 1.77117 0.249823
4976 -2.23754 -1.63804
4977 -2.21989 2.20177
4978 -1.02767 -1.98838
4979 1.58963 -0.181308
4980 -0.454014 -1.90668
4981 -1.68492 -1.47552
4982 -1.2708 -0.899496
4983 -2.0665 -1.15229
4984 -1.01996 -1.41552
4985 2.24809 -0.826107
4986 -0.862235 0.85825
4987 2.24781 1.15633
4988 2.01062 -2.3569
4989 -1.31082 -2.46908
4990 -1.2723 -0.112353
4991 2.3274 2.04803
4992 0.824829 1.88112
4993 0.336642 1.02933
4994 -0.0844261 -0.715261
4995 -1.43305 -1.34883
4996 -0.461477 0.361394
4997 -0.225598 1.92014
4998 -2.2544 -1.85696
4999 -1.82737 0.809284
5000 2.39707 0.962635
5001 1.50823 1.01701
5002 2.24955 1.21845
5003 -0.0987829 1.2071
5004 -1.95438 -2.09616
5005 -0.412502 -2.22055
5006 1.1107 -0.0572757
5007 -2.19857 -0.138735
5008 -0.904706 -0.265762
5009 1.72134 -2.12602
5010 -0.403459 -2.49123
5011 -2.16553 1.15973
5012 1.27785 0.0724111
5013 1.21503 -1.66453
5014 1.88129 1.7132
5015 -1.27363 -2.04675
5016 1.61195 1.06264
5017 0.558285 -0.636498
5018 -1.98357 -0.536657
5019 -0.0576663 -1.77961
5020 2.25858 2.34503
5021 -1.04654 -1.80903
5022 1.47188 2.15931
5023 0.930312 2.25461
5024 0.26688 1.97529
5025 0.200863 1.42315
5026 0.568287 1.183
5027 -2.16402 1.81066
5028 1.8085 1.24232
5029 -2.09764 0.389011
5030 -1.78645 1.77528
5031 1.08734 -2.32903
5032 0.991106 0.985693
5033 2.20947 -1.339
5034 -2.22676 -0.893094
5035 -2.38416 -0.161194
5036 2.04735 -0.749233
5037 0.964775 2.06186
5038 0.591348 -1.2461
5039 -2.22666 1.04517
5040 0.416631 2.34681
5041 -1.77517 -1.4023
5042 -1.2273 -0.962278
5043 -1.16401 -1.21127
5044 -0.599509 0.0509495
5045 1.73548 1.82248
5046 -1.78483 -1.01761
5047 0.495875 -1.05365
5048 0.319523 -2.25046
5049 2.271 -1.54073
5050 0.840727 -1.70477
5051 -1.83034 0.504136
5052 -0.727136 0.374422
5053 -0.57192 -0.668395
5054 -1.43588 0.640594
5055 2.47858 1.40464
5056 1.11294 1.05767
5057 -0.159788 1.01765
5058 -1.86951 -2.00437
5059 -1.09121 0.127003
5060 1.71217 -0.692267
5061 -2.26423 1.53202
5062 0.0328862 -0.905802
5063 -0.822505 2.31545
5064 -2.00104 0.055932
5065 -1.60056 0.16603
5066 1.38812 -0.678365
5067 0.135648 -1.40013
5068 -1.53533 -1.05994
5069 1.36825 1.77293
5070 1.49068 1.92045
5071 2.45436 -0.534496
5072 1.03241 -2.14105
5073 1.58936 -2.23849
5074 1.79834 1.69901
5075 -0.963436 1.8764
5076 0.995104 1.337
5077 2.45709 0.776451
5078 2.12475 -2.02918
5079 0.53427 -1.08774
5080 0.0636358 0.554255
5081 0.70109 1.89401
5082 0.217851 -1.06915
5083 1.77902 -1.18819
5084 -0.857804 -1.90668
5085 0.831055 1.94878
5086 -0.410745 -0.418539
5087 -1.89817 1.12821
5088 0.640083 -1.69516
5089 2.08054 -2.29643
5090 -1.62367 -1.73307
5091 -2.41052 -0.850062
5092 -0.373939 -1.59664
5093 -0.657345 -2.15915
5094 -2.26257 -0.429701
5095 0.467166 -0.298556
5096 -1.54271 -1.19194
5097 0.688901 -2.05638
5098 1.12867 -0.00479603
5099 -2.15646 -1.19393
5100 0.637689 1.66774
5101 1.3205 -2.17982
5102 -0.500438 -0.164237
5103 -0.211278 -1.98417
5104 1.34557 -0.472716
5105 -2.14334 0.901613
5106 -2.20001 -1.59768
5107 -0.23138 0.211532
5108 -1.41861 -0.539556
5109 -0.435718 1.77811
5110 0.895252 -0.93226
5111 0.0239502 0.388531
5112 2.46515 -1.04976
5113 -0.321141 -0.639225
5114 -2.21622 -0.374567
5115 2.27864 -1.56206
5116 -1.692 -0.865491
5117 2.37874 1.82429
5118 1.25816 2.23633
5119 -2.1923 2.44755
5120 2.18124 -2.35449
5121 -0.0921795 -0.0423564
5122 2.20375 0.928202
5123 -1.57129 1.62171
5124 1.47887 -0.508493
5125 1.13425 1.83458
5126 -0.654267 0.58827
5127 -0.827579 -0.553582
5128 1.43874 0.495914
5129 -0.247207 1.63263
5130 0.372059 -0.0106671
5131 1.03912 -0.646575
5132 -2.34108 0.374435
5133 0.541963 -1.80679
5134 0.111579 0.0424647
5135 -0.943859 1.24669
5136 -0.395109 -1.88713
5137 -0.277902 -0.0976484
5138 0.917559 -0.441078
5139 -1.77002 -0.909267
5140 -1.32302 -2.00987
5141 0.0871063 1.6704
5142 -1.84998 -1.19858
5143 -1.80179 0.489549
5144 1.53901 -1.48132
5145 1.3337 1.73919
5146 2.0426 -0.101121
5147 -0.451084 -1.3023
5148 -2.35346 -1.71129
5149 1.0136 2.09121
5150 2.23524 -1.35647
5151 -0.809401 -1.71327
5152 -1.31694 -1.59036
5153 2.07356 1.89108
5154 0.555189 -0.360005
5155 1.12968 0.321648
5156 0.0837401 1.68928
5157 -2.1138 -0.833856
5158 -0.759751 -0.693602
5159 0.734277 0.842881
5160 0.34067 -0.844476
5161 2.03681 2.30466
5162 -1.16448 -1.195
5163 -0.252876 1.7722
5164 0.484013 2.12036
5165 1.35407 -1.84364
5166 1.50483 0.964569
5167 -0.531718 -1.36766
5168 0.0865175 -1.17726
5169 -1.73934 -1.18378
5170 2.16245 2.0131
5171 -0.617486 2.08644
5172 1.82085 0.885962
5173 0.157148 0.658505
5174 1.62666 1.41759
5175 2.34361 -1.30407
5176 -1.80343 -0.27117
5177 0.034842 -1.3362
5178 -1.03004 1.86181
5179 -1.9068 -0.279977
5180 0.444674 0.502758
5181 -2.30253 -2.33171
5182 -0.986888 -0.7022
5183 0.457316 -1.3229
5184 0.524952 1.94425
5185 -1.80578 2.24452
5186 1.81333 1.92251
5187 -1.33751 -1.76331
5188 0.0680568 1.06738
5189 1.68877 2.34006
5190 1.03301 -1.50166
5191 -1.00579 -1.1636
5192 0.218161 -1.77843
5193 0.849597 -0.940407
5194 -2.48625 -0.738327
5195 -2.05064 0.523948
5196 -0.630733 1.0615
5197 0.812751 0.745483
5198 -0.803416 -2.23876
5199 1.47158 -0.301609
5200 -2.18616 2.10221
5201 2.13704 0.114256
5202 -1.1275 2.29794
5203 -1.55341 -1.34345
5204 0.688961 -0.68088
5205 -1.73776 0.827238
5206 -1.08081 1.77315
5207 -0.674745 0.537907
5208 2.29898 -2.15882
5209 -0.570715 2.22307
5210 2.24883 -1.76566
5211 0.123738 2.25772
5212 -1.59292 1.17384
5213 1.33768 -1.08578
5214 -0.154997 -1.6664
5215 0.784225 1.32712
5216 -0.952793 -1.58846
5217 -1.58379 -0.85209
5218 -1.09124 -0.284991
5219 -1.14181 0.169054
5220 2.23795 1.30091
5221 -1.37639 2.05128
5222 0.879499 -1.28329
5223 1.44438 2.16215
5224 2.29816 -0.152872
5225 -1.85228 -2.1033
5226 -1.20598 -2.15466
5227 -0.420886 0.268391
5228 0.46063 2.41761
5229 0.616578 -0.822843
5230 2.34114 -0.833497
5231 -1.47523 -0.986683
5232 -1.10082 -0.560891
5233 0.314154 -1.4301
5234 1.62682 1.03925
5235 1.57356 -1.33392
5236 2.02057 2.39796
5237 -1.78053 -2.08896
5238 -0.906365 -0.934275
5239 -1.65701 0.0690892
5240 0.303379 1.03271
5241 0.121575 -1.19266
5242 -1.85653 0.684032
5243 2.0472 -1.41183
5244 -1.50324 1.30904
5245 -1.96296 -1.66184
5246 -1.01615 -0.421939
5247 1.71521 2.39017
5248 1.31107 2.0681
5249 -0.162629 2.25519
5250 -0.36486 -0.660181
5251 -0.710492 -0.405629
5252 2.39731 2.31149
5253 1.4701 0.405441
5254 -1.5828 2.18817
5255 -0.139753 2.20754
5256 -2.39226 -2.23256
5257 -0.309542 -0.454919
5258 1.83674 1.30214
5259 -0.383302 -1.80579
5260 1.42346 -0.450125
5261 -2.21271 -0.0561252
5262 -1.04493 -1.96521
5263 -2.31912 1.48441
5264 0.272474 -1.99651
5265 2.46414 1.28517
5266 2.21983 -1.73113
5267 -1.8434 -1.70264
5268 -1.43212 -0.413903
5269 -1.18791 0.7209
5270 1.74837 -1.23786
5271 0.807906 0.136923
5272 -0.851136 -1.46923
5273 -0.41202 2.38811
5274 1.46064 0.152329
5275 1.38168 1.98988
5276 -1.20322 -1.72574
5277 0.407466 2.39012
5278 -0.257974 -1.43394
5279 -1.66749 -0.999616
5280 0.324105 1.94284
5281 1.58591 -1.02008
5282 -1.93989 -0.290096
5283 1.49966 0.925762
5284 -1.59735 2.27237
5285 -0.425892 -1.22458
5286 1.01235 1.70331
5287 -1.17568 -0.844682
5288 2.46811 -1.85797
5289 -1.33632 -2.09018
5290 0.472724 -0.446013
5291 1.62627 1.15452
5292 1.45443 -1.49069
5293 1.5171 -0.317595
5294 2.2732 -0.230044
5295 -1.83015 1.52946
5296 -0.735034 -0.635189
5297 -1.59797 2.44083
5298 -0.00536051 0.874231
5299 -0.185609 1.94531
5300 -0.565789 2.36895
5301 1.54739 -1.57451
5302 1.86376 1.21605
5303 0.599281 -0.594266
5304 -0.140375 2.3325
5305 -1.68839 1.01357
5306 -0.785146 -0.313432
5307 2.27054 0.659299
5308 1.84766 -2.00461
5309 1.06061 2.06289
5310 1.8888 -0.0221529
5311 1.0314 1.46498
5312 2.39661 -0.868324
5313 -1.39955 -1.59811
5314 -1.37854 -0.0330242
5315 2.1323 1.70131
5316 0.496861 -0.0153069
5317 -0.723934 -0.663964
5318 2.41525 2.21484
5319 -2.17226 -2.11386
5320 2.10722 -1.62803
5321 -1.58851 -1.84838
5322 -0.634246 -0.0531008
5323 1.4101 1.38351
5324 0.436317 -1.2472
5325 -1.86918 -0.175037
5326 -2.05352 -1.71293
5327 -0.946584 0.39435
5328 -1.05155 1.57022
5329 1.74583 1.01433
5330 -1.47481 1.14027
5331 1.91378 -2.20305
5332 1.74065 -0.734784
5333 -1.88457 2.07608
5334 -1.4277 -1.76223
5335 -0.66118 -1.69308
5336 1.36473 2.34377
5337 1.09035 -1.9722
5338 0.740058 -1.52413
5339 0.769894 -0.898098
5340 -0.0165513 -2.15148
5341 0.0614997 0.800593
5342 0.628933 -2.21284
5343 -2.18895 -1.86554
5344 0.261228 0.852877
5345 -1.01311 -0.833907
5346 -1.30206 -2.33373
5347 1.1898 -1.3789
5348 2.03215 2.37607
5349 0.954217 0.446056
5350 -1.5677 -1.72731
5351 0.904531 1.21701
5352 -0.63232 0.580978
5353 2.40882 2.00838
5354 -0.817249 2.15918
5355 -2.48941 1.97756
5356 1.95791 -0.898043
5357 -1.01618 0.652779
5358 -1.9906 1.90836
5359 -0.336655 0.223345
5360 0.680612 2.45216
5361 0.80403 -1.53041
5362 1.09208 0.458913
5363 -2.12625 -0.347074
5364 2.03555 -1.79464
5365 -0.834813 1.44487
5366 2.34813 1.5157
5367 -2.29662 0.000969557
5368 -0.409165 -2.2047
5369 0.854796 0.94297
5370 -1.24316 1.39321
5371 -1.57499 1.45181
5372 -1.23578 -1.51545
5373 -2.05583 1.17
5374 -1.79 1.11758
5375 0.989725 -0.727896
5376 -0.981845 1.47603
5377 -0.329211 -0.6169
5378 -1.47398 1.38044
5379 1.52827 0.314435
5380 -0.738572 1.17567
5381 -1.32323 -1.12044
5382 0.528724 -2.03133
5383 -1.40167 -1.39993
5384 -0.878945 0.410122
5385 1.56074 -1.8997
5386 1.6491 0.214107
5387 1.39075 -0.359204
5388 -0.96336 0.376433
5389 1.61361 0.100944
5390 -1.87436 -0.341827
5391 2.15187 -0.44893
5392 -1.07859 1.75528
5393 1.23295 0.118616
5394 1.2488 0.764421
5395 1.31081 2.41717
5396 0.406166 1.87729
5397 -1.52489 0.714918
5398 -0.0651795 -0.314689
5399 -1.77029 1.94954
5400 1.76799 0.273939
5401 -1.65269 -1.03731
5402 -1.66781 -1.61269
5403 -1.88021 -1.26428
5404 -1.8278 -1.88775
5405 -1.34969 -1.66375
5406 0.201187 -1.01295
5407 -0.270774 -0.804312
5408 0.283028 0.236719
5409 1.46247 -1.57575
5410 0.649478 1.60901
5411 1.98725 1.86467
5412 1.35517 1.80193
5413 -1.75868 -1.16587
5414 1.5802 -1.58669
5415 -0.870055 1.2568
5416 -1.96942 0.923005
5417 -0.211269 -1.51965
5418 0.794627 1.01603
5419 -0.426021 0.151379
5420 -1.53502 -0.670701
5421 -2.15942 0.0816651
5422 -0.489298 -0.125944
5423 -2.37967 0.963518
5424 0.61111 0.969836
5425 -0.109562 -0.220897
5426 -1.09654 -1.78735
5427 2.2587 -0.637569
5428 0.19618 -0.0861964
5429 0.711466 -1.81334
5430 -2.18519 -1.47468
5431 -1.82268 1.67077
5432 1.20581 -2.39618
5433 -2.20762 1.45048
5434 2.46401 -1.89517
5435 1.85419 0.536206
5436 1.66503 0.939396
5437 0.781525 2.3516
5438 -2.08695 2.4316
5439 2.13724 -1.19026
5440 -1.43802 -0.144623
5441 1.94054 0.688455
5442 2.40517 -1.47338
5443 -0.135578 1.30035
5444 0.241458 -0.443424
5445 -0.481497 1.54041
5446 1.66809 2.27352
5447 0.0298087 -0.652223
5448 -1.28613 -1.24361
5449 0.220821 1.28187
5450 -1.32581 0.476735
5451 0.0362686 -1.97631
5452 0.413712 -1.39157
5453 1.05008 1.22225
5454 -1.48157 -2.28026
5455 -1.08721 2.00927
5456 1.9177 1.97667
5457 1.60414 0.659736
5458 -1.50885 -1.49018
5459 -0.103601 -1.60236
5460 0.108016 -2.33232
5461 1.27567 0.126617
5462 1.08636 0.402746
5463 1.9283 -2.44093
5464 -0.716792 2.14845
5465 1.38295 0.751313
5466 -2.29795 -1.0289
5467 0.61447 0.721735
5468 -1.15629 -1.09644
5469 -0.257529 -0.472086
5470 -1.69088 -2.46033
5471 -0.404072 0.21474
5472 1.07689 -1.24452
5473 -0.354878 -0.646875
5474 0.119227 2.43337
5475 -1.06865 1.2825
5476 -1.022 -1.04086
5477 1.73104 1.51889
5478 1.69014 1.72149
5479 1.98989 0.247928
5480 -2.40476 -1.49165
5481 -2.11765 -1.03087
5482 -2.26832 1.23309
5483 2.07923 2.03857
5484 -1.82999 -2.20172
5485 -0.150278 -1.5777
5486 -1.98822 -0.292163
5487 1.70516 -1.34049
5488 1.3359 -0.756634
5489 -2.08664 -0.464514
5490 -0.784157 1.23503
5491 -1.82436 -1.36926
5492 -1.46198 0.542633
5493 1.70711 2.35838
5494 -0.464499 -1.20208
5495 -2.32996 -2.19774
5496 -0.134799 1.46568
5497 -1.72584 -0.464975
5498 1.1351 2.10953
5499 -1.67389 -1.4453
5500 1.274 0.312653
5501 -0.790698 2.3123
5502 2.25574 -1.52041
5503 0.371447 0.58499
5504 -0.0286654 0.0632821
5505 -2.1815 -1.19558
5506 -0.770183 -0.385793
5507 1.54236 0.339387
5508 -2.1018 -0.914279
5509 1.88916 -0.770465
5510 0.825312 2.47453
5511 -0.488002 1.62601
5512 2.15296 0.704287
5513 -1.15657 1.40082
5514 1.10458 -0.230462
5515 -1.0846 -1.85836
5516 -1.03016 0.979496
5517 0.166287 -1.10747
5518 -1.53184 2.40537
5519 0.229793 0.104016
5520 -0.107642 -2.21475
5521 -1.07435 1.5244
5522 1.318 -1.27957
5523 -0.119943 -1.47788
5524 0.707948 -2.22587
5525 -2.08396 -1.10652
5526 0.135236 -2.09531
5527 -0.145126 -2.06274
5528 -1.81726 -0.608139
5529 2.0393 0.335133
5530 -0.0857059 1.58241
5531 -0.128193 1.66347
5532 0.458645 -1.00642
5533 2.37188 2.07198
5534 -1.26164 -0.449984
5535 0.675302 2.12927
5536 0.695605 1.22482
5537 2.10918 1.89618
5538 0.420569 -2.11087
5539 2.44894 1.18727
5540 -0.454008 -1.82454
5541 2.44788 -0.418303
5542 -0.965845 0.969092
5543 1.51436 -1.80487
5544 0.908904 -2.43835
5545 0.687174 -0.865779
5546 2.04856 0.798921
5547 -2.47592 2.38005
5548 -0.246471 1.40622
5549 1.85304 -1.39399
5550 1.22391 -0.775472
5551 -1.36415 -1.24907
5552 -1.63554 2.27787
5553 -0.251413 0.0772421
5554 1.42982 0.727469
5555 -2.43719 -0.745108
5556 0.314363 1.63099
5557 -0.709138 1.38097
5558 2.45537 2.36012
5559 -0.227355 1.47481
5560 0.744945 0.145144
5561 1.26729 -2.28529
5562 1.87254 1.34078
5563 -0.785509 0.772357
5564 -0.91465 0.433577
5565 -1.73489 -1.26249
5566 -1.65018 -0.459491
5567 1.07308 0.296108
5568 1.19531 1.06586
5569 2.43266 -0.226077
5570 1.03172 1.72728
5571 -1.59511 2.30722
5572 -0.529163 -0.507288
5573 2.39782 0.568012
5574 -0.949672 -2.1376
5575 0.771207 -2.13763
5576 2.45988 -1.73218
5577 -1.40379 0.796574
5578 -0.392258 0.0168897
5579 -2.31989 -1.45798
5580 0.239141 -0.740078
5581 0.314299 0.0281718
5582 2.0697 -1.04204
5583 1.01222 2.31671
5584 -0.885078 -1.15654
5585 1.36285 -1.32218
5586 2.0376 -1.9905
5587 0.945464 -0.0122049
5588 -1.70513 -1.85186
5589 -2.00946 -2.36654
5590 -0.529314 0.996477
5591 2.27144 1.32669
5592 0.629434 0.336774
5593 -1.81183 -1.35684
5594 -1.63404 -0.40826
5595 -0.194463 0.583915
5596 2.02152 1.62311
5597 0.905381 1.03263
5598 -0.0589034 1.09551
5599 -1.04239 1.0833
5600 -0.00132887 -2.38201
5601 2.29038 -0.0608658
5602 1.58457 -0.812047
5603 0.0511644 1.79609
5604 0.82773 0.0659337
5605 1.78462 -1.48762
5606 -0.0262912 -0.983589
5607 -1.20963 -2.45101
5608 -2.20698 -2.31737
5609 0.836551 1.47902
5610 2.20287 1.50798
5611 2.33521 2.01199
5612 -1.314 0.995272
5613 1.45249 1.71398
5614 -1.08336 -1.92791
5615 2.17478 -0.91745
5616 0.443468 -0.522579
5617 1.21577 1.83314
5618 -2.11849 -1.28194
5619 -2.30263 2.09439
5620 0.0319603 1.03749
5621 0.98857 -0.00808705
5622 0.39996 -1.44314
5623 2.18076 0.983879
5624 -0.681947 -0.829416
5625 -1.39133 -2.41877
5626 -2.12495 -0.919605
5627 1.20756 2.235
5628 -2.25401 1.93308
5629 1.03449 0.307718
5630 -0.507439 -2.39522
5631 -0.98169 0.149974
5632 1.20623 0.149457
5633 -2.03219 1.47485
5634 -1.1037 -2.05874
5635 -0.780267 -0.0500624
5636 0.237149 -1.32524
5637 -0.0695063 2.03699
5638 -1.80175 0.131918
5639 -0.244982 1.31726
5640 1.17969 0.546367
5641 1.55023 1.28199
5642 0.780173 -0.856576
5643 1.16491 2.12251
5644 0.85915 0.276612
5645 -2.00837 -1.95547
5646 -0.975786 1.22284
5647 -1.23626 -2.00461
5648 2.12427 0.878961
5649 -2.41831 -1.26509
5650 1.13188 -2.2324
5651 -1.12927 1.28001
5652 -1.21709 -1.40585
5653 2.48058 0.884368
5654 1.44093 1.9048
5655 -1.11789 2.37793
5656 2.10874 -0.499782
5657 -1.76637 0.640945
5658 -1.74247 1.54381
5659 -1.19347 -1.54995
5660 1.77321 1.12323
5661 -1.07765 -0.909898
5662 -1.05252 0.0750326
5663 -1.75785 -1.06544
5664 0.762199 1.9487
5665 0.610818 -2.21697
5666 2.23104 1.08451
5667 1.83786 1.92556
5668 0.528964 1.84436
5669 -2.38871 0.726455
5670 1.54371 -0.249172
5671 -0.78276 -1.92606
5672 -0.367549 -1.04849
5673 -1.86255 1.09887
5674 0.230521 0.749584
5675 1.84058 -1.55459
5676 -1.47803 -2.4364
5677 0.713253 1.29486
5678 0.0938794 -0.860963
5679 -1.68291 2.16428
5680 -0.754483 -1.26766
5681 -0.681691 -1.72115
5682 -1.41431 1.79365
5683 0.617597 -1.99794
5684 -1.5642 2.30272
5685 -0.600049 -0.582839
5686 -2.23629 -2.30313
5687 -2.28514 -1.34962
5688 0.346801 -1.27115
5689 1.36392 1.12738
5690 0.843618 1.85735
5691 0.311001 -0.64832
5692 -2.05737 -0.895971
5693 -1.46373 0.873142
5694 1.80268 1.8017
5695 -1.39905 0.0088667
5696 0.818949 -1.10368
5697 2.15765 0.8407
5698 -0.0665815 1.44014
5699 2.03662 -2.12519
5700 2.20656 -1.37547
5701 1.2019 -1.81155
5702 0.296347 -0.120534
5703 -0.006482 -1.96293
5704 0.163742 0.839303
5705 1.77423 -2.29068
5706 -1.81926 1.42855
5707 -1.4967 0.880625
5708 1.28998 1.44814
5709 -0.805873 -2.22225
5710 -1.00371 -2.43884
5711 0.30301 -0.931662
5712 -0.94416 -1.35979
5713 0.185513 -0.777168
5714 2.42918 1.80689
5715 2.28606 2.4849
5716 -1.33505 -0.446055
5717 -2.32043 -0.149807
5718 -1.92651 -0.214338
5719 -1.62936 1.05077
5720 -1.01062 0.335488
5721 -1.13184 -1.0535
5722 0.334002 2.44833
5723 0.0767987 -1.6367
5724 1.26661 1.51308
5725 0.815578 -0.967059
5726 1.77688 2.12473
5727 -0.0229729 0.792048
5728 -2.24331 2.10923
5729 -2.4674 -0.191735
5730 2.45018 1.74281
5731 -1.3964 -1.49928
5732 1.21555 -1.07773
5733 -2.16653 0.515232
5734 1.07593 1.7338
5735 0.345504 0.820045
5736 0.520319 -1.70564
5737 1.13289 -0.254303
5738 0.840565 -2.20257
5739 -0.0615953 2.09904
5740 -1.9389 -1.01784
5741 2.19397 1.82746
5742 2.49821 2.44927
5743 -1.43669 -1.14041
5744 -1.63361 0.837233
5745 0.199306 -1.03287
5746 -2.09431 1.58541
5747 -0.422378 -1.37409
5748 0.817179 -1.03008
5749 -2.10198 0.896776
5750 0.424116 1.51232
5751 -1.92066 -1.99
5752 -0.943846 0.617704
5753 0.137723 1.58787
5754 1.39976 -0.60595
5755 -1.34996 0.591326
5756 -1.10949 1.39964
5757 -1.22409 -0.754105
5758 1.85017 0.816407
5759 0.29742 1.14468
5760 2.43939 0.721387
5761 0.437027 -1.78261
5762 -1.92759 0.884082
5763 1.10377 0.736337
5764 -2.24068 -1.37499
5765 -0.652349 2.37963
5766 -0.689249 1.12757
5767 -1.63487 -0.682142
5768 -1.63514 0.433828
5769 0.953415 -1.20071
5770 2.29748 1.8233
5771 -2.43598 2.04334
5772 -2.04595 2.37278
5773 -2.38585 -1.42554
5774 -2.42603 1.45638
5775 0.233374 -0.946567
5776 -0.963945 -1.48711
5777 0.943197 0.489895
5778 -0.529982 -2.21633
5779 -1.59901 -0.627549
5780 -0.114427 -1.25744
5781 -2.25471 1.2176
5782 -0.057259 0.268244
5783 2.0629 1.8376
5784 -0.00292116 1.24248
5785 2.48202 0.0654257
5786 -0.736151 1.21239
5787 -1.24692 -1.27434
5788 1.80507 -0.0272612
5789 0.527521 -1.19272
5790 1.04052 -1.85925
5791 -2.25458 0.356682
5792 1.07645 2.18402
5793 1.83786 -1.67817
5794 -1.04424 0.642437
5795 -0.0403022 -0.540059
5796 -1.98504 -1.81395
